ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRPublicCode;ArRXEpsg2154;ArRYEpsg2154;ZdAId;ArRGeopoint;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone
462988;1021166-45056;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Villiers;metro;-;649819;6864794;45056;48.88121227243039, 2.315761449239339;Paris 8e;75108;false;true;true;1
462984;1021104-1035155;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Colonel Fabien;metro;-;653828;6864365;42732;48.87764980757344, 2.3704675747938633;Paris 10e;75110;false;true;true;1
462991;1021214-43055;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Gambetta;metro;-;655789;6862940;43055;48.864972675121614, 2.3973588775666466;Paris 20e;75120;false;true;true;1
462968;1020765-44609;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Rennes;metro;-;650687;6861115;44609;48.848190242165806, 2.328020685567929;Paris 6e;75106;false;true;true;1
462961;1020582-44617;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;République;metro;-;653358;6863266;44617;48.86773293103306, 2.364192554468865;Paris 10e;75110;false;true;true;1
462960;1020529-44617;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;République;metro;-;653409;6863282;44617;48.867884970400716, 2.364879672534778;Paris 11e;75111;false;true;true;1
462947;1020701-44273;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pasteur;metro;-;649554;6860528;44273;48.84282366786206, 2.312651898104581;Paris 15e;75115;false;true;true;1
462946;1020678-44617;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;République;metro;-;653368;6863207;44617;48.86720306727967, 2.364333297545427;Paris 3e;75103;false;true;true;1
462942;1020391-999036;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Nation;metro;-;655670;6861162;462358;48.8489795367263, 2.3959213692142005;Paris 11e;75111;false;true;true;1
462957;1020432-43511;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Miromesnil;metro;-;649732;6863959;43511;48.87369210103108, 2.3146768238242674;Paris 8e;75108;false;true;true;1
462914;1020360-47021;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Marcel Sembat;metro;-;644475;6859548;47021;48.83359298124142, 2.2435830486180524;Boulogne-Billancourt;92012;false;true;true;2
21948;1021185-45630;2014-12-28T19:00:00-05:00;2021-05-04T13:56:16-04:00;Pelleport;metro;-;656104;6863321;45630;48.868420467051386, 2.4016063613429797;Paris 20e;75120;false;true;true;1
463284;1219365-44579;2019-01-28T19:00:00-05:00;2021-05-04T13:56:16-04:00;Pyramides;metro;-;651196;6863069;44579;48.86580563098427, 2.334738835875415;Paris 1er;75101;true;true;true;1
480340;1219324-1218655;2020-12-08T19:00:00-05:00;2021-04-06T09:48:03-04:00;Pont Cardinet;metro;-;649797;6865561;480287;48.888103402695, 2.3153681405051523;Paris 17e;75117;true;true;true;1
21954;1022047-1187225;2014-12-28T19:00:00-05:00;2021-04-06T09:47:06-04:00;Olympiades;metro;-;653523;6858749;479056;48.82712344048104, 2.3669231215308066;Paris 13e;75113;true;true;true;1
480290;1219355-43969;2020-12-06T19:00:00-05:00;2021-04-06T09:46:49-04:00;Mairie de Saint-Ouen;metro;-;651144;6868174;43969;48.911704514401436, 2.3334358587895285;Saint-Ouen;93070;true;true;true;2
463129;1023399-1098467;2019-01-28T19:00:00-05:00;2021-04-06T09:43:34-04:00;Bercy;metro;-;654425;6860185;58728;48.84010199708562, 2.379062015227722;Paris 12e;75112;true;true;true;1
483277;1370673-1370656;2021-12-12T19:00:00-05:00;2022-01-24T06:31:55-05:00;Barbara;metro;-;649878;6856852;483278;48.80979025335864, 2.3174992240284036;Bagneux;92007;false;true;true;3
22004;1351937-44583;2014-12-28T19:00:00-05:00;2021-11-12T12:40:22-05:00;Quai de la Rapée;metro;-;653472;6860903;44583;48.846490853255126, 2.365992890937551;Paris 12e;75112;false;true;true;1
22047;1348056-44995;2014-12-28T19:00:00-05:00;2021-10-27T10:37:35-04:00;Vaugirard;metro;-;648701;6860159;44995;48.83943791712863, 2.3010745156545447;Paris 15e;75115;false;true;true;1
463264;1348046-1348042;2019-01-28T19:00:00-05:00;2021-10-27T10:33:54-04:00;Strasbourg - Saint-Denis;metro;-;652599;6863469;44909;48.869503056354574, 2.3538223820093607;Paris 10e;75110;false;true;true;1
22159;1348045-1348042;2014-12-28T19:00:00-05:00;2021-10-27T10:33:46-04:00;Strasbourg - Saint-Denis;metro;-;652594;6863456;44909;48.869385723043116, 2.3537447681294066;Paris 2e;75102;false;true;true;1
463036;1348018-1348015;2019-01-27T19:00:00-05:00;2021-10-27T10:26:21-04:00;Richelieu - Drouot;metro;-;651486;6863782;44642;48.872239432322296, 2.3386163553228094;Paris 9e;75109;false;true;true;1
21921;1348013-1348015;2014-12-28T19:00:00-05:00;2021-10-27T10:25:47-04:00;Richelieu - Drouot;metro;-;651485;6863771;44642;48.872135869369885, 2.33859122153854;Paris 9e;75109;false;true;true;1
463293;1348008-1348006;2019-01-28T19:00:00-05:00;2021-10-27T10:23:28-04:00;Reuilly - Diderot;metro;-;655011;6860958;44637;48.84709476702123, 2.3869585404965377;Paris 12e;75112;false;true;true;1
22142;1347998-1348000;2014-12-28T19:00:00-05:00;2021-10-27T10:21:33-04:00;Réaumur - Sébastopol;metro;-;652508;6863085;44600;48.8660430525951, 2.3526139030456195;Paris 3e;75103;false;true;true;1
463286;1347989-44310;2019-01-28T19:00:00-05:00;2021-10-27T10:18:20-04:00;Père Lachaise;metro;-;654971;6862731;44310;48.86304099741831, 2.386231111328734;Paris 11e;75111;false;true;true;1
22376;1347983-1323693;2014-12-28T19:00:00-05:00;2021-10-27T10:16:12-04:00;Palais Royal - Musée du Louvre;metro;-;651360;6862721;44236;48.862683996821545, 2.337007354765683;Paris 1er;75101;false;true;true;1
462955;1347974-1238298;2019-01-27T19:00:00-05:00;2021-10-27T10:13:04-04:00;Montparnasse Bienvenue;metro;-;650182;6860445;58578;48.8421306068661, 2.3212187199903798;Paris 15e;75115;false;true;true;1
22156;1347971-1238298;2014-12-28T19:00:00-05:00;2021-10-27T10:12:09-04:00;Montparnasse Bienvenue;metro;-;650186;6860437;58578;48.8420544709984, 2.3212733962492043;Paris 15e;75115;false;true;true;1
462980;1347970-1238298;2019-01-27T19:00:00-05:00;2021-10-27T10:11:51-04:00;Montparnasse Bienvenue;metro;-;650382;6860623;58578;48.84374228847866, 2.3239221100829592;Paris 15e;75115;false;true;true;1
22215;1347839-44066;2014-12-28T19:00:00-05:00;2021-10-26T13:55:03-04:00;Maisons-Alfort - Stade;metro;-;658493;6856687;44066;48.80891847753414, 2.4348195333893647;Maisons-Alfort;94046;false;true;true;2
463015;1347829-1347830;2019-01-27T19:00:00-05:00;2021-10-26T13:52:52-04:00;Maisons-Alfort - Les Juilliottes;metro;-;659306;6856047;44067;48.80321905225135, 2.4459564771573388;Maisons-Alfort;94046;false;true;true;2
463217;1347823-43785;2019-01-28T19:00:00-05:00;2021-10-26T13:50:41-04:00;Les Sablons;metro;-;646603;6864832;43785;48.881290836985585, 2.2719047622591284;Neuilly-sur-Seine;92051;false;true;true;2
463205;1347794-1347795;2019-01-28T19:00:00-05:00;2021-10-26T13:39:26-04:00;Lamarck - Caulaincourt;metro;-;651500;6865722;43600;48.88968180901888, 2.338583824383193;Paris 18e;75118;false;true;true;1
21972;1347743-1095305;2014-12-28T19:00:00-05:00;2021-10-26T13:20:10-04:00;Javel - André Citroën;metro;-;647015;6860924;462371;48.846181105274994, 2.278009496527358;Paris 15e;75115;false;true;true;1
463187;1347738-43298;2019-01-28T19:00:00-05:00;2021-10-26T12:56:46-04:00;Goncourt;metro;-;653866;6863507;43298;48.86993672221629, 2.3710788377398986;Paris 11e;75111;false;true;true;1
463181;1347720-43026;2019-01-28T19:00:00-05:00;2021-10-26T12:43:24-04:00;Franklin D. Roosevelt;metro;-;649343;6863468;43026;48.86925069324017, 2.3094343257515813;Paris 8e;75108;false;true;true;1
22204;1347713-1347715;2014-12-28T19:00:00-05:00;2021-10-26T12:41:29-04:00;Faidherbe - Chaligny;metro;-;654802;6861305;42980;48.85020070456105, 2.3840724716888735;Paris 11e;75111;false;true;true;1
22191;1347697-1347696;2014-12-28T19:00:00-05:00;2021-10-26T12:34:15-04:00;École Militaire;metro;-;649103;6861877;42885;48.854919659638895, 2.3063456838200755;Paris 7e;75107;false;true;true;1
462944;1347681-1347680;2019-01-27T19:00:00-05:00;2021-10-26T12:25:09-04:00;Cluny - La Sorbonne;metro;-;651937;6861394;42674;48.85079373077235, 2.345021882474456;Paris 5e;75105;false;true;true;1
21983;1347678-1347680;2014-12-28T19:00:00-05:00;2021-10-26T12:24:18-04:00;Cluny - La Sorbonne;metro;-;651928;6861420;42674;48.85102687592628, 2.3448963012120783;Paris 5e;75105;false;true;true;1
463156;1332106-1034811;2019-01-28T19:00:00-05:00;2021-10-04T10:46:51-04:00;Buttes Chaumont;metro;-;654647;6864444;45609;48.87842297018344, 2.3816329214594845;Paris 19e;75119;false;true;true;1
21988;1332094-1034776;2014-12-28T19:00:00-05:00;2021-10-04T10:43:07-04:00;Boulogne Jean Jaurès;metro;-;644151;6860493;42380;48.842063300987306, 2.2390426693126035;Boulogne-Billancourt;92012;false;true;true;2
22014;1332092-1034573;2014-12-28T19:00:00-05:00;2021-10-04T10:40:56-04:00;Bobigny-Pantin - Raymond Queneau;metro;-;657938;6866330;42344;48.89560207338462, 2.426308679232035;Pantin;93055;false;true;true;2
462993;1328442-44799;2019-01-27T19:00:00-05:00;2021-09-13T11:44:25-04:00;Saint-Germain-des-Prés;metro;-;651130;6861721;44799;48.85367371248505, 2.333987429134225;Paris 6e;75106;false;true;true;1
22181;1328278-1035221;2014-12-28T19:00:00-05:00;2021-09-13T09:57:08-04:00;Daumesnil;metro;-;655679;6860101;45229;48.83943400710489, 2.3961486284893696;Paris 12e;75112;false;true;true;1
22179;1322613-1034585;2014-12-28T19:00:00-05:00;2021-08-25T14:01:40-04:00;Bir-Hakeim;metro;-;647851;6861773;45340;48.8538842763149, 2.289296357063459;Paris 15e;75115;false;true;true;1
463324;1309073-1309074;2019-01-28T19:00:00-05:00;2021-07-29T14:02:01-04:00;Villejuif Paul Vaillant-Couturier;metro;-;653589;6855322;58471;48.796308220277844, 2.3681955838121027;Villejuif;94076;false;true;true;2
463108;1306772-1026775;2019-01-28T19:00:00-05:00;2021-07-26T07:28:20-04:00;Arts et Métiers;metro;-;652795;6863009;42230;48.86538069822117, 2.356535223129094;Paris 3e;75103;false;true;true;1
463052;1306116-1026733;2019-01-27T19:00:00-05:00;2021-07-22T13:33:46-04:00;Alma - Marceau;metro;-;648728;6862962;42182;48.86464714695772, 2.3011043523926697;Paris 16e;75116;false;true;true;1
21935;1306115-1026733;2014-12-28T19:00:00-05:00;2021-07-22T13:33:36-04:00;Alma - Marceau;metro;-;648730;6862971;42182;48.86472824126968, 2.301130527470698;Paris 8e;75108;false;true;true;1
463048;1460176-58727;2019-01-27T19:00:00-05:00;2023-03-28T09:21:49-04:00;Filles du Calvaire;metro;-;653531;6862743;58727;48.863042110469266, 2.366595694570934;Paris 3e;75103;false;true;true;1
22198;1460117-1034564;2014-12-28T19:00:00-05:00;2023-03-28T09:16:09-04:00;Bonne Nouvelle;metro;-;652216;6863598;45100;48.87063476744983, 2.3485760027859737;Paris 10e;75110;false;true;true;1
462979;1460112-1035031;2019-01-27T19:00:00-05:00;2023-03-28T09:11:06-04:00;Château d'Eau;metro;-;652755;6863798;42579;48.87247308816959, 2.355901449780535;Paris 10e;75110;false;true;true;1
463023;1459416-998855;2019-01-27T19:00:00-05:00;2023-03-28T05:39:35-04:00;Gare d'Austerlitz;metro;-;653428;6860448;462352;48.84239585191024, 2.365443180257422;Paris 13e;75113;false;true;true;1
463097;1459004-44875;2019-01-27T19:00:00-05:00;2023-03-28T05:29:38-04:00;Saint-Marcel;metro;-;653085;6860015;44875;48.838476983119655, 2.360817666594003;Paris 13e;75113;false;true;true;1
22000;1458999-44875;2014-12-28T19:00:00-05:00;2023-03-28T05:29:24-04:00;Saint-Marcel;metro;-;653072;6860022;44875;48.838538988033044, 2.360639786711392;Paris 13e;75113;false;true;true;1
463111;1458809-1026966;2019-01-28T19:00:00-05:00;2023-03-28T04:20:22-04:00;Belleville;metro;-;654276;6863761;42311;48.87225013303805, 2.376640589315145;Paris 10e;75110;false;true;true;1
463072;1450788-1348000;2019-01-27T19:00:00-05:00;2022-12-06T08:16:30-05:00;Réaumur - Sébastopol;metro;-;652491;6863089;44600;48.86607777026695, 2.352381731140251;Paris 2e;75102;false;true;true;1
22001;1021770-44901;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Stalingrad;metro;-;653605;6865089;44901;48.88414451194692, 2.3673481212771916;Paris 10e;75110;false;true;true;1
22002;1022946-1348011;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Richard-Lenoir;metro;-;653911;6862388;44641;48.85987693692056, 2.371813630476951;Paris 11e;75111;false;true;true;1
22007;1024433-1090149;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Gare du Nord;metro;-;652858;6864601;462941;48.87970181601092, 2.3572164888604554;Paris 10e;75110;false;true;true;1
22110;1026031-44662;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Rome;metro;-;650234;6864907;44662;48.88225613848704, 2.3214039779193882;Paris 8e;75108;false;true;true;1
22114;1022698-44345;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pigalle;metro;-;651470;6864898;44345;48.88226954127823, 2.338257976509586;Paris 18e;75118;false;true;true;1
22125;22125-1034623;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Blanche;metro;-;651048;6865068;42337;48.88376635352917, 2.332484375434362;Paris 9e;75109;false;true;true;1
22058;22058-1035176;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Convention;metro;-;648353;6859905;42751;48.837125899572705, 2.2963642614342685;Paris 15e;75115;false;true;true;1
22035;1238530-1244800;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pont de Levallois - Bécon;metro;-;647226;6866594;473676;48.89718710288329, 2.2801801985017227;Levallois-Perret;92044;false;true;true;2
22045;1026241-44840;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Solférino;metro;-;650336;6862270;44840;48.8585500886936, 2.323102988298513;Paris 7e;75107;false;true;true;1
22048;1020695-841115;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Volontaires;metro;-;649210;6860374;45060;48.84141172746672, 2.3079833805768506;Paris 15e;75115;false;true;true;1
22040;22040-44345;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Pigalle;metro;-;651391;6864870;44345;48.882011787463085, 2.337184009105337;Paris 9e;75109;false;true;true;1
22041;1025720-1351638;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de la Chapelle;metro;-;653023;6866568;473459;48.897402421722504, 2.3592485423103606;Paris 18e;75118;false;true;true;1
24685;24685-1034611;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Bolivar;metro;-;654099;6864712;58767;48.880789662027055, 2.374124871187541;Paris 19e;75119;false;true;true;1
24681;1021805-43823;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Louis Blanc;metro;-;653388;6864764;43823;48.88120621087799, 2.364424862493677;Paris 10e;75110;false;true;true;1
22091;1022444-1244788;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Hôtel de Ville;metro;-;652460;6862119;470524;48.857352404237716, 2.3520676701390992;Paris 4e;75104;false;true;true;1
22218;1020789-999333;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Lazare;metro;-;650527;6864140;462374;48.87538131505992, 2.3254883906726116;Paris 8e;75108;false;true;true;1
22229;22229-42874;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Duroc;metro;-;649842;6860991;42874;48.84700989266375, 2.316521219456521;Paris 7e;75107;false;true;true;1
22220;22220-44525;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Porte de Saint-Ouen;metro;-;650809;6866597;44525;48.89749783637955, 2.329048340744649;Paris 18e;75118;false;true;true;1
22221;1025712-44526;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Vanves;metro;-;648994;6858847;44526;48.82766229682658, 2.3052235787395055;Paris 14e;75114;false;true;true;1
22226;1026469-45131;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Varenne;metro;-;649748;6862061;45131;48.856624981798376, 2.3151139305096557;Paris 7e;75107;false;true;true;1
22203;1024805-1347818;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Ledru-Rollin;metro;-;654221;6861436;43674;48.851337765850175, 2.3761412233185912;Paris 11e;75111;false;true;true;1
22174;1023784-1034998;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Chevaleret;metro;-;653615;6859620;45267;48.834963081160865, 2.3680812829727422;Paris 13e;75113;false;true;true;1
22187;1024920-841067;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Lourmel;metro;-;647318;6860085;45363;48.83866086271165, 2.2822419598550754;Paris 15e;75115;false;true;true;1
22155;1025971-917064;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Raspail;metro;-;650864;6860101;45314;48.83908487186298, 2.3305496605891944;Paris 14e;75114;false;true;true;1
22152;1023795-1035021;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Château Rouge;metro;-;652305;6865444;42585;48.887241929701, 2.3495819680256584;Paris 18e;75118;false;true;true;1
22153;1020985-1035031;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Château d'Eau;metro;-;652766;6863795;42579;48.87244691664745, 2.3560517414015854;Paris 10e;75110;false;true;true;1
22135;1021309-44997;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Vavin;metro;-;650755;6860453;44997;48.842242092503795, 2.329023917461169;Paris 6e;75106;false;true;true;1
22139;1021226-45120;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Sulpice;metro;-;650880;6861449;45120;48.8512086266185, 2.3306119530815415;Paris 6e;75106;false;true;true;1
22131;1025958-917064;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Raspail;metro;-;650858;6860109;45314;48.83915635857729, 2.3304669937198725;Paris 14e;75114;false;true;true;1
22144;1025184-1347976;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mouton-Duvernet;metro;-;650801;6859245;44183;48.83138200814526, 2.329790347822739;Paris 14e;75114;false;true;true;1
22146;1024861-828124;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Les Halles;metro;-;652020;6862698;417675;48.862526658680565, 2.3460057365633085;Paris 1er;75101;false;true;true;1
22365;22365-44371;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Place d'Italie;metro;-;652674;6859247;44371;48.831540243807325, 2.3553037697549004;Paris 13e;75113;false;true;true;1
22390;1023618-1034849;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Cadet;metro;-;651918;6864193;42414;48.87596328412753, 2.344446309702273;Paris 9e;75109;false;true;true;1
22374;1021714-1309045;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de la Villette;metro;-;654975;6866597;473461;48.897802691407826, 2.3858690331433445;Paris 19e;75119;false;true;true;1
463088;1022705-44345;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pigalle;metro;-;651467;6864890;44345;48.88219737370019, 2.338217985455921;Paris 9e;75109;false;true;true;1
463082;1022598-58497;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Front Populaire;metro;-;653511;6867594;58497;48.90666420183997, 2.3657920239894117;Saint-Denis;93066;false;true;true;2
463083;1022609-42874;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Duroc;metro;-;649843;6860989;42874;48.84699198460604, 2.3165350811763044;Paris 7e;75107;false;true;true;1
463066;1022656-43814;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Liège;metro;-;650637;6864620;43814;48.879710825991324, 2.326945027438754;Paris 8e;75108;false;true;true;1
463039;1021954-1034822;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Buzenval;metro;-;656058;6861469;42410;48.851762438884066, 2.401170769368412;Paris 20e;75120;false;true;true;1
463041;1022022-45664;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Tuileries;metro;-;650824;6862925;45664;48.86447783836653, 2.3296780947116407;Paris 1er;75101;false;true;true;1
463047;1022180-1306922;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Ecole Vétérinaire de Maisons-Alfort;metro;-;657585;6857351;42889;48.814835501151684, 2.422399525054414;Maisons-Alfort;94046;false;true;true;2
463032;1021784-44901;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Stalingrad;metro;-;653605;6865089;44901;48.88414451194692, 2.3673481212771916;Paris 10e;75110;false;true;true;1
463003;1021564-44371;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Place d'Italie;metro;-;652728;6859185;44371;48.83099115206562, 2.3560502682264337;Paris 13e;75113;false;true;true;1
463004;1021598-44192;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Nationale;metro;-;653226;6859431;44192;48.83323527872786, 2.362804171593507;Paris 13e;75113;false;true;true;1
463305;1026178-917056;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Jacques;metro;-;651338;6859404;45315;48.832857225591866, 2.3370965389054947;Paris 14e;75114;false;true;true;1
463300;1026112-44857;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Augustin;metro;-;650199;6864059;44857;48.87463215118488, 2.3210315704035365;Paris 8e;75108;false;true;true;1
463185;1024527-43283;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;George V;metro;-;648710;6863784;43283;48.87203776364103, 2.3007597849789168;Paris 8e;75108;false;true;true;1
21992;1020521-44593;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Rambuteau;metro;-;652552;6862545;44593;48.861190156002216, 2.3532739485947705;Paris 4e;75104;false;true;true;1
21999;1025006-44055;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie des Lilas;metro;-;657191;6864572;44055;48.87974364911488, 2.416297820801186;Les Lilas;93045;false;true;true;2
463190;1024623-43395;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Iéna;metro;-;648197;6862981;43395;48.86478002130934, 2.2938642256822703;Paris 16e;75116;false;true;true;1
21966;1022403-1035011;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Châtelet;metro;-;652150;6862167;42587;48.85776111259686, 2.3478374055687854;Paris 4e;75104;false;true;true;1
21965;1022522-43898;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Madeleine;metro;-;650489;6863548;43898;48.870054687069825, 2.325039317039755;Paris 8e;75108;false;true;true;1
463161;1024010-1187207;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Cité;metro;-;652112;6861851;42639;48.85492106052762, 2.3473610517622245;Paris 4e;75104;false;true;true;1
463134;1023510-1034610;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Botzaris;metro;-;655181;6864564;42369;48.87953499032036, 2.388900951315738;Paris 19e;75119;false;true;true;1
463147;1023789-1034998;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Chevaleret;metro;-;653616;6859618;45267;48.834945166939924, 2.368095123772668;Paris 13e;75113;false;true;true;1
463121;1023223-1026763;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Argentine;metro;-;647883;6864195;42213;48.87566737565167, 2.2894354185422134;Paris 17e;75117;false;true;true;1
463125;1023317-1026851;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Avron;metro;-;655830;6861454;42271;48.851616457111426, 2.3980666384995173;Paris 11e;75111;false;true;true;1
463107;1023127-1347809;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Le Kremlin-Bicêtre;metro;-;653166;6856879;43643;48.81028030718739, 2.3622716933808063;Le Kremlin-Bicêtre;94043;false;true;true;2
21927;1024616-43395;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Iéna;metro;-;648200;6862971;43395;48.86468583834057, 2.2939063968591067;Paris 16e;75116;false;true;true;1
21938;1025482-44481;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pont de Sèvres;metro;-;643512;6859123;44481;48.82968726343514, 2.230518572772695;Boulogne-Billancourt;92012;false;true;true;2
21911;1026104-44857;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Augustin;metro;-;650198;6864050;44857;48.8745466119868, 2.321013597808599;Paris 8e;75108;false;true;true;1
21910;1025867-917066;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Ambroise;metro;-;654064;6862558;45205;48.861416656961026, 2.373880538211547;Paris 11e;75111;false;true;true;1
463299;1026094-917066;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Ambroise;metro;-;654072;6862565;45205;48.86148021751952, 2.3739964519221877;Paris 11e;75111;false;true;true;1
463288;1025928-44582;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Quai de la Gare;metro;-;653960;6859852;44582;48.8370742696613, 2.372766248948171;Paris 13e;75113;false;true;true;1
463263;1025802-44529;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte des Lilas;metro;-;656472;6864298;44529;48.877231429724624, 2.4065226763982266;Paris 19e;75119;false;true;true;1
463232;1025474-44491;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pont Neuf;metro;-;651706;6862258;44491;48.858546338320174, 2.341776749148541;Paris 1er;75101;false;true;true;1
463240;1025167-741535;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Monceau;metro;-;649353;6864727;44146;48.88056876917883, 2.3094129673747017;Paris 17e;75117;false;true;true;1
463241;1025178-44160;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Montgallet;metro;-;655261;6860612;44160;48.84400507476069, 2.3904000136353636;Paris 12e;75112;false;true;true;1
463243;1025204-44133;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Ménilmontant;metro;-;654768;6863105;44133;48.86639013919733, 2.3834303882303036;Paris 11e;75111;false;true;true;1
463215;1025099-44072;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Maraîchers;metro;-;656416;6861565;44072;48.85265013000818, 2.4060490065790447;Paris 20e;75120;false;true;true;1
463223;1025012-44055;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie des Lilas;metro;-;657194;6864562;44055;48.879658467025884, 2.4163499077398614;Les Lilas;93045;false;true;true;2
463207;1024824-43693;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Les Agnettes;metro;-;647690;6869466;43693;48.92305566179233, 2.2861558331478786;Asnières-sur-Seine;92004;false;true;true;2
463208;1024865-828124;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Les Halles;metro;-;652028;6862695;417675;48.86250483939126, 2.34612732517368;Paris 1er;75101;false;true;true;1
